"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.724177879E1,8.083190918E-3,1.062789917E-1,9.897867279E0,9.898441152E0
1.725182579E1,-2.395019531E-2,1.285826111E-1,9.921667786E0,9.922529856E0
1.726187179E1,-3.323089600E-2,7.185058594E-2,9.900262299E0,9.900578790E0
1.727191879E1,8.981323242E-4,8.517288208E-2,9.847571869E0,9.847940238E0
1.728196579E1,-8.232879639E-3,5.568420410E-2,9.939780121E0,9.939939505E0
1.729201279E1,-4.595443726E-2,6.795867920E-2,9.881850586E0,9.882191113E0
1.730205879E1,-5.298980713E-2,9.415420532E-2,9.751920776E0,9.752519252E0
1.731210579E1,-4.715194702E-2,1.160087585E-1,9.893376617E0,9.894169103E0
1.732215279E1,5.089416504E-3,1.215472412E-1,9.787846069E0,9.788602061E0
1.733219979E1,-3.338058472E-2,1.073268127E-1,9.804611206E0,9.805255438E0
1.734224679E1,-1.287322998E-2,7.214996338E-2,9.905351715E0,9.905622844E0
1.735229279E1,-3.367996216E-2,1.335223389E-1,9.867031403E0,9.867992261E0
1.736233979E1,-3.682342529E-2,1.276844788E-1,9.781708832E0,9.782611459E0
1.737238679E1,-3.353027344E-2,1.034349060E-1,9.826765137E0,9.827366693E0
1.738243379E1,-1.152603149E-2,9.445358276E-2,9.962832184E0,9.963286579E0
1.739247979E1,2.574645996E-2,7.619155884E-2,9.886790314E0,9.887117413E0
1.740252679E1,-2.993774414E-4,8.562194824E-2,9.807305603E0,9.807679358E0
1.741257379E1,1.646575928E-3,8.277786255E-2,9.927355957E0,9.927701203E0
1.742262079E1,-2.305206299E-2,9.984237671E-2,9.897268524E0,9.897798954E0
1.743266779E1,-3.906875610E-2,1.155596924E-1,9.872120819E0,9.872874449E0
1.744271379E1,-1.047821045E-2,8.771759033E-2,9.907746735E0,9.908140569E0
1.745276079E1,4.326004028E-2,7.319778442E-2,9.951904907E0,9.952268115E0
1.746280779E1,-1.930984497E-2,6.616241455E-2,9.859546967E0,9.859787864E0
1.747285479E1,5.239105225E-3,6.301895142E-2,9.789792023E0,9.789996256E0
1.748290079E1,-1.796264648E-3,1.070274353E-1,9.925559692E0,9.926136877E0
1.749294779E1,-2.694396973E-3,5.748046875E-2,9.872869263E0,9.873036956E0
1.750299479E1,1.930984497E-2,8.846603394E-2,9.816436615E0,9.816854228E0
1.751304179E1,1.901046753E-2,6.616241455E-2,9.838440857E0,9.838681688E0
1.752308879E1,3.023712158E-2,8.472381592E-2,9.826166382E0,9.826578152E0
1.753313479E1,-3.397933960E-2,9.385482788E-2,9.855056305E0,9.855561785E0
1.754318179E1,-2.574645996E-2,6.676116943E-2,9.814041595E0,9.814302439E0
1.755322879E1,-1.960922241E-2,1.149609375E-1,9.797575836E0,9.798269888E0
1.756327579E1,-2.559677124E-2,7.110214233E-2,9.880503387E0,9.880792372E0
1.757332179E1,4.939727783E-3,5.403762817E-2,9.854457550E0,9.854606947E0
1.758336879E1,1.960922241E-2,6.271957397E-2,9.817783813E0,9.818003732E0
1.759341579E1,-7.933502197E-3,6.765930176E-2,9.894274750E0,9.894509262E0
1.760346279E1,-1.916015625E-2,6.930587769E-2,9.875413971E0,9.875675750E0
1.761350979E1,-2.275268555E-2,1.218466187E-1,9.877958679E0,9.878736354E0
1.762355579E1,-2.978805542E-2,7.918533325E-2,9.872719574E0,9.873082063E0
1.763360279E1,-2.155517578E-2,1.085243225E-1,9.845476227E0,9.846097922E0
1.764364979E1,-2.215393066E-2,4.745132446E-2,9.917476501E0,9.917614763E0
1.765369679E1,-2.170486450E-2,5.403762817E-2,9.901908875E0,9.902080111E0
1.766374279E1,-5.119354248E-2,6.840774536E-2,9.841734009E0,9.842104892E0
1.767378979E1,-4.535568237E-2,9.145980835E-2,9.950557709E0,9.951081386E0
1.768383679E1,-2.469863892E-2,1.498384094E-1,9.899064789E0,9.900229556E0
1.769388379E1,-2.574645996E-2,9.789642334E-2,9.862241364E0,9.862760836E0
1.770393079E1,-9.280700684E-3,7.858657837E-2,9.902807007E0,9.903123174E0
1.771397679E1,-2.574645996E-2,1.005908203E-1,9.911488953E0,9.912032821E0
1.772402379E1,8.083190918E-3,1.185534668E-1,9.839638367E0,9.840355860E0
1.773407079E1,-3.113525391E-2,1.263372803E-1,9.873018951E0,9.873876327E0
1.774411779E1,-1.481918335E-2,8.023315430E-2,9.929301910E0,9.929637123E0
1.775416379E1,6.735992432E-3,8.652008057E-2,9.807754669E0,9.808138598E0
1.776421079E1,1.481918335E-2,9.939331055E-2,9.768236847E0,9.768753745E0
1.777425779E1,9.430389404E-3,7.274871826E-2,9.889933777E0,9.890205833E0
1.778430479E1,3.592529297E-3,9.116043091E-2,9.851014709E0,9.851437151E0
1.779435179E1,-2.709365845E-2,1.184037781E-1,9.862989807E0,9.863737702E0
1.780439779E1,-2.499801636E-2,1.083746338E-1,9.799521790E0,9.800152921E0
1.781444479E1,1.930984497E-2,9.056167603E-2,9.835297394E0,9.835733278E0
1.782449179E1,-4.790039062E-3,5.792953491E-2,9.836345215E0,9.836516963E0
1.783453879E1,2.320175171E-2,5.014572144E-2,9.758357391E0,9.758513816E0
1.784458479E1,-5.837860107E-3,7.394622803E-2,9.922266541E0,9.922543798E0
1.785463179E1,-3.143463135E-3,7.125183105E-2,9.918973389E0,9.919229798E0
1.786467879E1,-5.837860107E-3,9.834548950E-2,9.794881439E0,9.795376885E0
1.787472579E1,-8.232879639E-3,8.966354370E-2,9.791737976E0,9.792151956E0
1.788477279E1,2.125579834E-2,7.110214233E-2,9.890831909E0,9.891110311E0
1.789481879E1,-4.340972900E-3,8.652008057E-2,9.959688721E0,9.960065461E0
1.790486579E1,-3.338058472E-2,6.765930176E-2,9.814939728E0,9.815229692E0
1.791491279E1,-4.191284180E-2,1.336720276E-1,9.827962646E0,9.828961017E0
1.792495979E1,-3.278182983E-2,7.694000244E-2,9.902507629E0,9.902860787E0
1.793500579E1,-2.619552612E-2,8.996292114E-2,9.835447083E0,9.835893393E0
1.794505279E1,3.592529297E-3,6.361770630E-2,9.858199768E0,9.858405692E0
1.795509979E1,1.362167358E-2,6.346801758E-2,9.921069031E0,9.921281392E0
1.796514679E1,-2.664459229E-2,8.921447754E-2,9.924960938E0,9.925397663E0
1.797519279E1,-1.032852173E-2,9.909393311E-2,9.862840118E0,9.863343322E0
1.798523979E1,-5.089416504E-2,9.924362183E-2,9.859247589E0,9.859878424E0
1.799528679E1,-1.691482544E-2,1.119671631E-1,9.885592804E0,9.886241340E0
1.800533379E1,-1.766326904E-2,6.975494385E-2,9.885293427E0,9.885555314E0
1.801538079E1,2.245330811E-3,5.284011841E-2,9.855355682E0,9.855497590E0
1.802542679E1,-2.080673218E-2,5.523513794E-2,9.841584320E0,9.841761314E0
1.803547379E1,-3.128494263E-2,4.131408691E-2,9.872270508E0,9.872406524E0
1.804552079E1,-4.490661621E-2,1.236428833E-1,9.862391052E0,9.863268294E0
1.805556779E1,-3.293151855E-3,9.505233765E-2,9.761201477E0,9.761664820E0
1.806561479E1,1.781295776E-2,8.726852417E-2,9.809251556E0,9.809655916E0
1.807566079E1,7.634124756E-3,7.798782349E-2,9.888885956E0,9.889196420E0
1.808570817E1,2.260299683E-2,9.565109253E-2,9.807006226E0,9.807498720E0
1.809575517E1,-3.353027344E-2,1.386117554E-1,9.787546692E0,9.788585584E0
1.810580217E1,-2.874023438E-2,9.145980835E-2,9.861043854E0,9.861509863E0
1.811584817E1,-1.481918335E-2,1.065783691E-1,9.899962921E0,9.900547682E0
1.812589517E1,2.230361938E-2,7.110214233E-2,9.812844086E0,9.813127025E0
1.813594217E1,2.395019531E-2,6.855743408E-2,9.828262024E0,9.828530315E0
1.814598917E1,-0.000000000E0,9.071136475E-2,9.938881989E0,9.939295938E0
1.815603517E1,-2.020797729E-2,1.187031555E-1,9.864636383E0,9.865371243E0
1.816608217E1,-4.670288086E-2,1.459465027E-1,9.799222412E0,9.800420472E0
1.817612917E1,-3.682342529E-2,9.939331055E-2,9.936636658E0,9.937201974E0
1.818617617E1,-1.526824951E-2,7.050338745E-2,9.931397552E0,9.931659539E0
1.819622317E1,-7.185058594E-3,7.319778442E-2,9.871372375E0,9.871646373E0
1.820626917E1,-1.571731567E-2,6.930587769E-2,9.845925293E0,9.846181758E0
1.821631617E1,-3.248245239E-2,8.173004150E-2,9.843679962E0,9.844072841E0
1.822636317E1,-5.433700562E-2,9.385482788E-2,9.886490936E0,9.887085732E0
1.823641017E1,-3.592529297E-2,9.071136475E-2,9.826316071E0,9.826800430E0
1.824645617E1,-1.047821045E-2,7.274871826E-2,9.845925293E0,9.846199624E0
1.825650317E1,1.541793823E-2,4.266128540E-2,9.909393311E0,9.909497136E0
1.826655017E1,-7.035369873E-3,7.409591675E-2,9.834548950E0,9.834830591E0
1.827659717E1,-3.682342529E-2,1.119671631E-1,9.823022919E0,9.823730039E0
1.828664417E1,-3.622467041E-2,9.265731812E-2,9.851314087E0,9.851816424E0
1.829669017E1,-3.158432007E-2,7.619155884E-2,9.890233154E0,9.890577059E0
1.830673717E1,-5.987548828E-4,4.745132446E-2,9.927355957E0,9.927469380E0
1.831678417E1,4.011657715E-2,3.832031250E-2,9.856253815E0,9.856409947E0
1.832683117E1,-0.000000000E0,5.493576050E-2,9.858798523E0,9.858951580E0
1.833687817E1,2.245330811E-3,7.035369873E-2,9.893526306E0,9.893776703E0
1.834692417E1,-4.730163574E-2,1.314266968E-1,9.872569885E0,9.873557948E0
1.835697117E1,-8.232879639E-3,7.589218140E-2,9.858050079E0,9.858345641E0
1.836701817E1,-1.152603149E-2,1.043330383E-1,9.884994049E0,9.885551355E0
1.837706517E1,-1.945953369E-2,3.787124634E-2,9.859846344E0,9.859938277E0
1.838711117E1,-1.736389160E-2,5.448669434E-2,9.754016418E0,9.754184056E0
1.839715817E1,-2.454895020E-2,5.957611084E-2,9.854008484E0,9.854219155E0
1.840720517E1,-6.855743408E-2,9.295669556E-2,9.904004517E0,9.904678013E0
1.841725217E1,-3.233276367E-2,1.210981750E-1,9.813293152E0,9.814093573E0
1.842729917E1,-2.859054565E-2,9.071136475E-2,9.851763153E0,9.852222247E0
1.843734517E1,-2.694396973E-2,7.679031372E-2,9.862989807E0,9.863325538E0
1.844739217E1,7.933502197E-3,8.307723999E-2,9.828411713E0,9.828766024E0
1.845743917E1,-1.272354126E-2,1.172062683E-1,9.914033661E0,9.914734622E0
1.846748617E1,-2.200424194E-2,1.119671631E-1,9.856403503E0,9.857064008E0
1.847753217E1,-3.008743286E-2,1.284329224E-1,9.926607513E0,9.927483921E0
1.848757917E1,1.481918335E-2,7.289840698E-2,9.932145996E0,9.932424572E0
1.849762617E1,2.978805542E-2,7.903564453E-2,9.795779572E0,9.796143699E0
1.850767317E1,2.963836670E-2,7.125183105E-2,9.872120819E0,9.872422434E0
1.851772017E1,-1.496887207E-3,1.007405090E-1,9.945617981E0,9.946128288E0
1.852776617E1,-2.245330811E-2,1.401086426E-1,9.827363892E0,9.828388252E0
1.853781317E1,-2.769241333E-2,1.275347900E-1,9.829160156E0,9.830026519E0
1.854786017E1,2.335144043E-2,9.834548950E-2,9.864187317E0,9.864705193E0
1.855790717E1,1.796264648E-3,8.517288208E-2,9.832902374E0,9.833271416E0
1.856795317E1,8.532257080E-3,8.487350464E-2,9.790241089E0,9.790612692E0
1.857800017E1,-3.442840576E-2,9.295669556E-2,9.846074982E0,9.846573963E0
1.858804717E1,-4.340972900E-2,1.023870850E-1,9.840985565E0,9.841613913E0
1.859809417E1,-5.942642212E-2,1.231938171E-1,9.775721283E0,9.776678108E0
1.860814117E1,-3.906875610E-2,1.025367737E-1,9.892328796E0,9.892937338E0
1.861818717E1,-1.751358032E-2,5.987548828E-2,9.885443115E0,9.885639958E0
1.862823417E1,-4.760101318E-2,7.214996338E-2,9.914033661E0,9.914410467E0
1.863828117E1,-4.071533203E-2,3.487747192E-2,9.923763428E0,9.923908239E0
1.864832817E1,-4.236190796E-2,9.744735718E-2,9.855505371E0,9.856078157E0
1.865837517E1,-4.445755005E-2,6.541397095E-2,9.862690430E0,9.863007552E0
1.866842117E1,-2.814147949E-2,3.861968994E-2,9.935139771E0,9.935254686E0
1.867846817E1,1.511856079E-2,3.532653809E-2,9.868079224E0,9.868154037E0
1.868851517E1,2.095642090E-3,2.215393066E-2,9.917626190E0,9.917651155E0
1.869856217E1,1.302291870E-2,3.128494263E-2,9.885443115E0,9.885501198E0
1.870860817E1,-6.885681152E-3,9.714797974E-2,9.906549225E0,9.907027944E0
1.871865517E1,-3.053649902E-2,8.622070312E-2,9.811496887E0,9.811923239E0
1.872870217E1,-2.993774414E-4,1.107696533E-1,9.815837860E0,9.816462851E0
1.873874917E1,-5.388793945E-3,8.143066406E-2,9.885592804E0,9.885929652E0
1.874879617E1,2.260299683E-2,3.098556519E-2,9.827962646E0,9.828037484E0
1.875884217E1,1.257385254E-2,7.978408813E-2,9.837542725E0,9.837874286E0
1.876888917E1,-1.496887207E-2,8.337661743E-2,9.880952454E0,9.881315556E0
1.877893617E1,-2.469863892E-2,1.411564636E-1,9.800419922E0,9.801467534E0
1.878898317E1,-7.484436035E-4,1.300794983E-1,9.796677704E0,9.797541287E0
1.879902917E1,-4.041595459E-3,9.699829102E-2,9.828711090E0,9.829190541E0
1.880907617E1,-2.993774414E-3,1.139131165E-1,9.905052338E0,9.905707798E0
1.881912317E1,2.409988403E-2,1.040336609E-1,9.889035645E0,9.889612216E0
1.882917017E1,-2.649490356E-2,1.181044006E-1,9.810149689E0,9.810896368E0
1.883921717E1,-3.622467041E-2,1.049317932E-1,9.855954437E0,9.856579568E0
1.884926317E1,-1.631607056E-2,7.574249268E-2,9.898765411E0,9.899068633E0
1.885931017E1,-4.041595459E-3,7.993377686E-2,9.813442841E0,9.813769211E0
1.886935717E1,-1.646575928E-3,4.206253052E-2,9.867181091E0,9.867270882E0
1.887940417E1,-1.047821045E-2,8.607101440E-2,9.913584595E0,9.913963765E0
1.888945017E1,-6.271957397E-2,9.684860229E-2,9.885892181E0,9.886565512E0
1.889949717E1,-6.062393188E-2,9.624984741E-2,9.819580078E0,9.820238908E0
1.890954417E1,-4.775070190E-2,9.954299927E-2,9.922266541E0,9.922880743E0
1.891959117E1,-2.769241333E-2,4.565505981E-2,9.972561951E0,9.972704905E0
1.892963817E1,8.382568359E-3,4.864883423E-2,9.894125061E0,9.894248213E0
1.893968417E1,-1.212478638E-2,5.852828979E-2,9.895771637E0,9.895952145E0
1.894973117E1,-2.335144043E-2,6.526428223E-2,9.878407745E0,9.878650935E0
1.895977817E1,-1.347198486E-2,7.409591675E-2,9.879305878E0,9.879592923E0
1.896982517E1,-1.332229614E-2,8.562194824E-2,9.905351715E0,9.905730725E0
1.897987217E1,2.095642090E-2,4.805007935E-2,9.849517822E0,9.849657320E0
1.898991817E1,1.047821045E-3,9.759704590E-2,9.908046112E0,9.908526835E0
1.899996517E1,-1.077758789E-2,6.436614990E-2,9.832902374E0,9.833118949E0
1.901001217E1,-2.634521484E-2,1.155596924E-1,9.699978790E0,9.700702894E0
1.902005917E1,-8.232879639E-3,1.049317932E-1,9.842183075E0,9.842745864E0
1.903010517E1,-1.077758789E-2,9.071136475E-2,9.883048096E0,9.883470259E0
1.904015217E1,1.556762695E-2,9.220825195E-2,9.827663269E0,9.828108162E0
1.905019917E1,3.981719971E-2,7.544311523E-2,9.796528015E0,9.796899419E0
1.906024617E1,-1.796264648E-3,9.624984741E-2,9.824669495E0,9.825141115E0
1.907029317E1,5.837860107E-3,1.088237000E-1,9.899214478E0,9.899814339E0
1.908033917E1,-1.526824951E-2,1.175056458E-1,9.834099884E0,9.834813736E0
1.909038617E1,-2.170486450E-2,1.076261902E-1,9.852810974E0,9.853422684E0
1.910043317E1,-1.601669312E-2,9.984237671E-2,9.910141754E0,9.910657628E0
1.911048017E1,8.532257080E-3,6.271957397E-2,9.861343231E0,9.861546373E0
1.912052717E1,-5.837860107E-3,5.403762817E-2,9.881401520E0,9.881550999E0
1.913057317E1,-2.888992310E-2,5.867797852E-2,9.896969147E0,9.897185258E0
1.914062017E1,-5.822891235E-2,9.565109253E-2,9.930050354E0,9.930681737E0
1.915066717E1,-1.841171265E-2,1.074765015E-1,9.838141479E0,9.838745751E0
1.916071417E1,-5.987548828E-4,1.154100037E-1,9.832752686E0,9.833429982E0
1.917076017E1,-2.918930054E-2,8.696914673E-2,9.902657318E0,9.903082228E0
1.918080717E1,1.347198486E-3,8.861572266E-2,9.859996033E0,9.860394329E0
1.919085417E1,-2.769241333E-2,1.356179810E-1,9.835147705E0,9.836121669E0
1.920090117E1,-3.143463135E-2,9.355545044E-2,9.836794281E0,9.837289387E0
1.921094817E1,-5.688171387E-3,9.819580078E-2,9.934840393E0,9.935327292E0
1.922099417E1,1.691482544E-2,8.562194824E-2,9.882599030E0,9.882984408E0
1.923104117E1,1.122665405E-2,5.927673340E-2,9.806856537E0,9.807042108E0
1.924108817E1,3.143463135E-3,7.559280396E-2,9.931696930E0,9.931985102E0
1.925113517E1,-2.185455322E-2,9.565109253E-2,9.895621948E0,9.896108351E0
1.926118217E1,-2.305206299E-2,1.023870850E-1,9.742041321E0,9.742606613E0
1.927122817E1,-1.526824951E-2,1.109193420E-1,9.945168915E0,9.945799162E0
1.928127517E1,-2.095642090E-3,6.930587769E-2,9.941127319E0,9.941369125E0
1.929132217E1,2.694396973E-3,9.205856323E-2,9.789193268E0,9.789626493E0
1.930136917E1,2.694396973E-3,5.703140259E-2,9.852661285E0,9.852826713E0
1.931141517E1,-5.089416504E-3,6.721023560E-2,9.843530273E0,9.843761037E0
1.932146217E1,-3.278182983E-2,7.529342651E-2,9.884395294E0,9.884736419E0
1.933150917E1,-1.317260742E-2,7.664062500E-2,9.858199768E0,9.858506478E0
1.934155617E1,-1.945953369E-3,9.116043091E-2,9.796378326E0,9.796802658E0
1.935160317E1,8.981323242E-4,7.095245361E-2,9.913285217E0,9.913539169E0
1.936164917E1,-7.783813477E-3,9.041198730E-2,9.893675995E0,9.894092157E0
1.937169617E1,-3.847000122E-2,9.071136475E-2,9.781858521E0,9.782354758E0
1.938174317E1,2.993774414E-3,1.169068909E-1,9.826016693E0,9.826712585E0
1.939179017E1,-2.095642090E-3,9.220825195E-2,9.962981873E0,9.963408781E0
1.940183717E1,-2.035766602E-2,8.966354370E-2,9.841135254E0,9.841564767E0
1.941188317E1,1.347198486E-2,7.604187012E-2,9.740245056E0,9.740551197E0
1.942193017E1,-3.188369751E-2,8.577163696E-2,9.982291718E0,9.982711119E0
1.943197717E1,-1.047821045E-2,5.807922363E-2,9.894424438E0,9.894600445E0
1.944202417E1,-1.032852173E-2,1.155596924E-1,9.768685913E0,9.769374862E0
1.945207017E1,-3.008743286E-2,8.681945801E-2,9.900411987E0,9.900838368E0
1.946211717E1,-1.347198486E-2,1.016386414E-1,9.849068756E0,9.849602391E0
1.947216417E1,-2.365081787E-2,9.355545044E-2,9.819879456E0,9.820353584E0
1.948221117E1,2.844085693E-3,4.236190796E-2,9.862091675E0,9.862183066E0
1.949225817E1,-2.664459229E-2,7.574249268E-2,9.848320312E0,9.848647615E0
1.950230417E1,-4.834945679E-2,8.337661743E-2,9.944121094E0,9.944588159E0
1.951235117E1,-3.847000122E-2,1.040336609E-1,9.858798523E0,9.859422461E0
1.952239817E1,-2.694396973E-3,1.230441284E-1,9.809401245E0,9.810173286E0
1.953244517E1,-1.631607056E-2,8.008346558E-2,9.974657593E0,9.974992414E0
1.954249217E1,6.885681152E-3,1.043330383E-1,9.924511871E0,9.925062654E0
1.955253817E1,-2.245330811E-3,1.182540894E-1,9.826465759E0,9.827177539E0
1.956258517E1,3.293151855E-3,1.011895752E-1,9.824220428E0,9.824742093E0
1.957263217E1,-1.901046753E-2,1.163081360E-1,9.913584595E0,9.914285072E0
1.958267917E1,2.065704346E-2,6.870712280E-2,9.883347473E0,9.883607877E0
1.959272517E1,-4.640350342E-3,9.400451660E-2,9.801916809E0,9.802368669E0
1.960277217E1,-2.544708252E-3,8.008346558E-2,9.863887939E0,9.864213355E0
1.961281917E1,-8.981323242E-4,9.744735718E-2,9.840386810E0,9.840869340E0
1.962286617E1,-2.439926147E-2,1.234931946E-1,9.770931244E0,9.771742079E0
1.963291317E1,-3.637435913E-2,1.127156067E-1,9.821675720E0,9.822389824E0
1.964295917E1,5.688171387E-3,9.101074219E-2,9.966724091E0,9.967141235E0
1.965300617E1,-1.437011719E-2,8.652008057E-2,9.884994049E0,9.885383127E0
1.966305317E1,4.939727783E-3,5.568420410E-2,9.774972839E0,9.775132692E0
1.967310017E1,4.340972900E-3,9.520202637E-2,9.867330780E0,9.867790988E0
1.968314617E1,-8.083190918E-3,9.759704590E-2,9.966125336E0,9.966606480E0
1.969319317E1,-1.511856079E-2,7.738906860E-2,9.870025177E0,9.870340148E0
1.970324017E1,-1.422042847E-2,1.119671631E-1,9.970017242E0,9.970656081E0
1.971328717E1,8.232879639E-3,5.703140259E-2,9.890532532E0,9.890700386E0
1.972333417E1,-3.442840576E-3,9.714797974E-2,9.883646851E0,9.884124880E0
1.973338017E1,-3.787124634E-2,5.508544922E-2,9.849817200E0,9.850044036E0
1.974342717E1,-4.790039062E-3,8.577163696E-2,9.836794281E0,9.837169382E0
1.975347417E1,-2.335144043E-2,8.786727905E-2,9.912237396E0,9.912654344E0
1.976352117E1,-1.017883301E-2,5.044509888E-2,9.839638367E0,9.839772940E0
1.977356817E1,7.035369873E-3,7.200027466E-2,9.711504822E0,9.711774268E0
1.978361417E1,1.646575928E-3,6.586303711E-2,9.844129028E0,9.844349495E0
1.979366117E1,-4.490661621E-4,5.134323120E-2,9.874515839E0,9.874649329E0
1.980370817E1,-8.681945801E-3,1.178050232E-1,9.820627899E0,9.821338286E0
1.981375517E1,-1.227447510E-2,1.050814819E-1,9.821675720E0,9.822245504E0
1.982380217E1,-1.661544800E-2,1.005908203E-1,9.854008484E0,9.854535899E0
1.983384817E1,-1.541793823E-2,1.058299255E-1,9.880653076E0,9.881231851E0
1.984389517E1,4.340972900E-3,4.176315308E-2,9.809251556E0,9.809341420E0
1.985394217E1,-9.879455566E-3,8.547225952E-2,9.839039612E0,9.839415816E0
1.986398917E1,-3.233276367E-2,5.867797852E-2,9.979148254E0,9.979373146E0
1.987403517E1,-3.278182983E-2,1.193019104E-1,9.935439148E0,9.936209471E0
1.988408217E1,-9.580078125E-3,1.127156067E-1,9.801318054E0,9.801970832E0
1.989412917E1,-1.077758789E-2,1.023870850E-1,9.922565918E0,9.923100003E0
1.990417617E1,-1.571731567E-2,1.076261902E-1,9.960736542E0,9.961330377E0
1.991422317E1,1.017883301E-2,1.095721436E-1,9.792037354E0,9.792655676E0
1.992426917E1,-1.107696533E-2,1.204994202E-1,9.840835876E0,9.841579830E0
1.993431617E1,-1.945953369E-2,1.065783691E-1,9.973759460E0,9.974347868E0
1.994436317E1,1.766326904E-2,8.876541138E-2,9.865534515E0,9.865949653E0
1.995441017E1,7.484436035E-4,1.136137390E-1,9.799521790E0,9.800180404E0
1.996445717E1,3.891906738E-3,7.035369873E-2,9.867480469E0,9.867732039E0
1.997450317E1,1.317260742E-2,9.475296021E-2,9.840386810E0,9.840851803E0
1.998455017E1,-1.736389160E-2,1.420545959E-1,9.834548950E0,9.835590174E0
1.999459717E1,-1.167572021E-2,1.339714050E-1,9.788893890E0,9.789817580E0
2.000464417E1,-5.688171387E-3,1.335223389E-1,9.860894165E0,9.861799750E0
2.001469117E1,5.089416504E-3,7.708969116E-2,9.885293427E0,9.885595321E0
2.002473717E1,2.305206299E-2,7.723937988E-2,9.775721283E0,9.776053596E0
2.003478417E1,3.442840576E-3,6.870712280E-2,9.808203735E0,9.808444986E0
2.004483117E1,-1.437011719E-2,7.993377686E-2,9.881251831E0,9.881585584E0
2.005487817E1,-1.661544800E-2,8.666976929E-2,9.858948212E0,9.859343161E0
2.006492417E1,-2.110610962E-2,8.681945801E-2,9.813143463E0,9.813550209E0
2.007497117E1,-1.646575928E-3,6.511459351E-2,9.793534241E0,9.793750842E0
2.008501767E1,-1.541793823E-2,7.694000244E-2,9.940977631E0,9.941287328E0
2.009506467E1,-2.664459229E-2,3.891906738E-2,9.927355957E0,9.927468002E0
2.010511167E1,-3.263214111E-2,8.741821289E-2,9.837842102E0,9.838284608E0
2.011515767E1,-1.601669312E-2,9.250762939E-2,9.885592804E0,9.886038604E0
2.012520467E1,-2.664459229E-2,6.571334839E-2,9.897118835E0,9.897372855E0
2.013525167E1,-1.077758789E-2,4.610412598E-2,9.860145721E0,9.860259398E0
2.014529867E1,3.742218018E-3,4.819976807E-2,9.925559692E0,9.925677429E0
2.015534567E1,8.083190918E-3,4.730163574E-2,1.001058289E1,1.001069790E1
2.016539167E1,-2.095642090E-3,6.361770630E-2,9.924062805E0,9.924266933E0
2.017543867E1,-2.694396973E-3,9.774673462E-2,9.782307587E0,9.782796298E0
2.018548567E1,-3.293151855E-2,1.112187195E-1,9.846524048E0,9.847207214E0
2.019553267E1,2.993774414E-4,1.050814819E-1,9.930200043E0,9.930756018E0
2.020557967E1,-1.646575928E-3,6.212081909E-2,9.860894165E0,9.861089972E0
2.021562567E1,-6.286926270E-3,8.023315430E-2,9.871971130E0,9.872299169E0
2.022567267E1,1.107696533E-2,5.822891235E-2,9.856702881E0,9.856881098E0
2.023571967E1,-3.517684937E-2,1.222956848E-1,9.849068756E0,9.849890812E0
2.024576667E1,-7.035369873E-3,9.325607300E-2,9.787696381E0,9.788143166E0
2.025581367E1,6.137237549E-3,1.225950623E-1,9.815688171E0,9.816455648E0
2.026585967E1,-1.511856079E-2,7.514373779E-2,9.888137512E0,9.888434589E0
2.027590667E1,1.496887207E-3,9.490264893E-2,9.782157898E0,9.782618356E0
2.028595367E1,1.152603149E-2,1.194515991E-1,9.796078949E0,9.796813988E0
2.029600067E1,-1.317260742E-2,1.013392639E-1,9.889634399E0,9.890162371E0
2.030604667E1,9.430389404E-3,1.088237000E-1,9.908644867E0,9.909246925E0
2.031609367E1,-3.891906738E-3,1.005908203E-1,9.819580078E0,9.820096057E0
2.032614067E1,7.334747314E-3,8.981323242E-2,9.770781555E0,9.771197082E0
2.033618767E1,-3.742218018E-3,7.903564453E-2,9.891879730E0,9.892196179E0
2.034623467E1,-2.365081787E-2,9.729766846E-2,9.922416229E0,9.922921446E0
2.035628067E1,-2.844085693E-2,1.309776306E-1,9.788444824E0,9.789362395E0
2.036632767E1,-3.951782227E-2,1.362167358E-1,9.882449341E0,9.883467086E0
2.037637467E1,-2.784210205E-2,9.205856323E-2,9.926008759E0,9.926474693E0
2.038642167E1,-8.532257080E-3,1.076261902E-1,9.790091400E0,9.790686688E0
2.039646867E1,7.783813477E-3,6.750961304E-2,9.837393036E0,9.837627757E0
2.040651467E1,-2.185455322E-2,7.768844604E-2,9.916278992E0,9.916607392E0
2.041656167E1,-3.338058472E-2,1.089733887E-1,9.889634399E0,9.890291099E0
2.042660867E1,-3.068618774E-2,9.026229858E-2,9.798174591E0,9.798638387E0
2.043665567E1,-4.191284180E-3,1.106199646E-1,9.871522064E0,9.872142736E0
2.044670267E1,-2.993774414E-3,8.397537231E-2,9.937235413E0,9.937590677E0
2.045674867E1,9.580078125E-3,8.337661743E-2,9.920170898E0,9.920525898E0
2.046679567E1,-3.233276367E-2,8.726852417E-2,9.882000275E0,9.882438496E0
2.047684267E1,-1.990859985E-2,9.535171509E-2,9.892029419E0,9.892509001E0
2.048688967E1,-3.293151855E-3,8.861572266E-2,9.938283234E0,9.938678847E0
2.049693567E1,-9.131011963E-3,7.319778442E-2,9.905052338E0,9.905327006E0
2.050698267E1,2.709365845E-2,4.939727783E-2,9.842632141E0,9.842793385E0
