"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.436193292E0,-3.442840576E-3,1.251397705E-1,9.843979340E0,9.844775318E0
7.446240292E0,-9.280700684E-3,1.128652954E-1,9.865534515E0,9.866184469E0
7.456286292E0,-1.586700439E-2,9.535171509E-2,9.888436890E0,9.888909335E0
7.466333292E0,-2.933898926E-2,7.559280396E-2,9.877659302E0,9.877992120E0
7.476380292E0,-4.385879517E-2,7.948471069E-2,9.815837860E0,9.816257653E0
7.486426292E0,-4.370910645E-2,9.370513916E-2,9.852062531E0,9.852605099E0
7.496473292E0,-5.553451538E-2,7.738906860E-2,9.930050354E0,9.930507197E0
7.506520292E0,-2.903961182E-2,6.092330933E-2,9.770332489E0,9.770565587E0
7.516566292E0,-1.661544800E-2,4.879852295E-2,9.878108368E0,9.878242875E0
7.526613292E0,-1.631607056E-2,6.601272583E-2,9.965077515E0,9.965309517E0
7.536659292E0,-1.691482544E-2,8.292755127E-2,9.802365875E0,9.802731244E0
7.546706292E0,-2.499801636E-2,1.035845947E-1,9.764195251E0,9.764776678E0
7.556753292E0,-1.796264648E-3,8.891510010E-2,9.910141754E0,9.910540788E0
7.566799292E0,1.182540894E-2,6.795867920E-2,9.923613739E0,9.923853479E0
7.576846292E0,1.721420288E-2,8.083190918E-2,9.793983307E0,9.794331991E0
7.586892292E0,1.422042847E-2,8.277786255E-2,9.843081207E0,9.843439544E0
7.596939292E0,2.574645996E-2,4.460723877E-2,9.927655334E0,9.927788934E0
7.606986292E0,1.197509766E-3,8.741821289E-2,9.833950195E0,9.834338810E0
7.617032292E0,6.286926270E-3,9.984237671E-2,9.804461517E0,9.804971885E0
7.627079292E0,2.499801636E-2,1.146615601E-1,9.870324554E0,9.871022185E0
7.637126292E0,4.340972900E-3,1.459465027E-1,9.873468018E0,9.874547581E0
7.647172292E0,2.005828857E-2,1.392105103E-1,9.852511597E0,9.853515447E0
7.657219292E0,2.035766602E-2,1.296304321E-1,9.902807007E0,9.903676343E0
7.667265292E0,-1.481918335E-2,1.598675537E-1,9.845027161E0,9.846336224E0
7.677312292E0,-3.667373657E-2,1.320254517E-1,9.835147705E0,9.836102178E0
7.687359292E0,-2.874023438E-2,1.055305481E-1,9.872719574E0,9.873325402E0
7.697405292E0,-2.424957275E-2,8.143066406E-2,9.821526031E0,9.821893533E0
7.707452292E0,-3.008743286E-2,5.867797852E-2,9.875264282E0,9.875484444E0
7.717499292E0,-1.077758789E-2,5.837860107E-2,9.893226929E0,9.893405040E0
7.727545292E0,-2.365081787E-2,6.571334839E-2,9.867330780E0,9.867577936E0
7.737592292E0,-5.059478760E-2,7.065307617E-2,9.861043854E0,9.861426752E0
7.747638292E0,-1.631607056E-2,7.140151978E-2,9.839788055E0,9.840060638E0
7.757685292E0,-2.215393066E-2,6.511459351E-2,9.918823700E0,9.919062168E0
7.767732292E0,-3.637435913E-2,4.311035156E-2,9.822723541E0,9.822885491E0
7.777778292E0,-2.948867798E-2,4.864883423E-2,9.824669495E0,9.824834196E0
7.787825292E0,-2.350112915E-2,5.209167480E-2,9.968819733E0,9.968983534E0
7.797871292E0,-4.685256958E-2,3.233276367E-2,9.835147705E0,9.835312448E0
7.807918292E0,-4.086502075E-2,4.670288086E-2,9.781259766E0,9.781456625E0
7.817965292E0,-2.140548706E-2,5.628295898E-2,9.910740509E0,9.910923438E0
7.828011292E0,-1.556762695E-2,6.286926270E-2,9.882299652E0,9.882511893E0
7.838058292E0,-2.469863892E-2,7.649093628E-2,9.812245331E0,9.812574551E0
7.848105292E0,-2.529739380E-2,1.013392639E-1,9.885443115E0,9.885994901E0
7.858151292E0,-2.275268555E-2,9.011260986E-2,9.929152222E0,9.929587192E0
7.868198292E0,-1.945953369E-2,8.442443848E-2,9.829758911E0,9.830140712E0
7.878244292E0,-1.332229614E-2,9.370513916E-2,9.890382843E0,9.890835704E0
7.888291292E0,-3.143463135E-3,1.004411316E-1,9.930499420E0,9.931007856E0
7.898338292E0,-1.182540894E-2,1.059796143E-1,9.874216461E0,9.874792263E0
7.908384292E0,-2.185455322E-2,1.101708984E-1,9.847721558E0,9.848362053E0
7.918431292E0,1.152603149E-2,1.188528442E-1,9.840386810E0,9.841111290E0
7.928478292E0,2.230361938E-2,1.402583313E-1,9.898016968E0,9.899035799E0
7.938524292E0,2.080673218E-2,1.333726501E-1,9.873617706E0,9.874540384E0
7.948571292E0,3.517684937E-2,1.312770081E-1,9.785600739E0,9.786544481E0
7.958617292E0,1.886077881E-2,1.200503540E-1,9.843979340E0,9.844729405E0
7.968664292E0,3.442840576E-3,1.094224548E-1,9.840386810E0,9.840995768E0
7.978711292E0,-5.987548828E-4,8.891510010E-2,9.790241089E0,9.790644863E0
7.988757292E0,-1.287322998E-2,7.993377686E-2,9.827663269E0,9.827996767E0
7.998804292E0,-9.729766846E-3,6.107299805E-2,9.869426422E0,9.869620179E0
8.008851292E0,-4.191284180E-3,6.376739502E-2,9.844278717E0,9.844486137E0
8.018897292E0,-8.232879639E-3,5.269042969E-2,9.849517822E0,9.849662197E0
8.028944292E0,-2.155517578E-2,6.631210327E-2,9.867480469E0,9.867726826E0
8.038990292E0,-1.975891113E-2,7.200027466E-2,9.904004517E0,9.904285937E0
8.049037292E0,-9.580078125E-3,6.481521606E-2,9.904453583E0,9.904670290E0
8.059084292E0,-1.182540894E-2,5.867797852E-2,9.867480469E0,9.867662020E0
8.069130292E0,-2.140548706E-2,5.164260864E-2,9.911488953E0,9.911646604E0
8.079177667E0,-1.616638184E-2,8.158035278E-2,9.946067047E0,9.946414752E0
8.089224667E0,-2.230361938E-2,8.801696777E-2,9.917027435E0,9.917443097E0
8.099270667E0,-2.933898926E-2,8.666976929E-2,9.889634399E0,9.890057683E0
8.109317667E0,-3.218307495E-2,9.056167603E-2,9.917326813E0,9.917792510E0
8.119363667E0,-1.062789917E-2,8.876541138E-2,9.931397552E0,9.931799917E0
8.129410667E0,-6.586303711E-3,8.502319336E-2,9.890831909E0,9.891199532E0
8.139457667E0,-8.083190918E-3,9.475296021E-2,9.865085449E0,9.865543796E0
8.149503667E0,-9.430389404E-3,1.032852173E-1,9.900262299E0,9.900805540E0
8.159550667E0,-1.526824951E-2,1.049317932E-1,9.863438873E0,9.864008830E0
8.169597667E0,-8.532257080E-3,8.936416626E-2,9.816286926E0,9.816697396E0
8.179643667E0,-1.901046753E-2,8.247848511E-2,9.836494904E0,9.836859056E0
8.189690667E0,-1.272354126E-2,7.319778442E-2,9.873917084E0,9.874196594E0
8.199737667E0,-1.945953369E-3,7.798782349E-2,9.823172607E0,9.823482375E0
8.209783667E0,-6.137237549E-3,7.858657837E-2,9.793683929E0,9.794001145E0
8.219830667E0,-8.831634521E-3,8.622070312E-2,9.854756927E0,9.855138056E0
8.229876667E0,-5.987548828E-3,8.487350464E-2,9.857301636E0,9.857668837E0
8.239923667E0,-5.987548828E-3,8.696914673E-2,9.812095642E0,9.812482885E0
8.249970667E0,-8.831634521E-3,8.981323242E-2,9.832902374E0,9.833316506E0
8.260016667E0,9.280700684E-3,8.382568359E-2,9.903854828E0,9.904213918E0
8.270063667E0,4.790039062E-3,8.756790161E-2,9.873168640E0,9.873558127E0
8.280110667E0,1.945953369E-3,1.082249451E-1,9.870923309E0,9.871516773E0
8.290156667E0,1.796264648E-3,1.122665405E-1,9.901609497E0,9.902246090E0
8.300203667E0,3.891906738E-3,1.118174744E-1,9.893077240E0,9.893709899E0
8.310250667E0,1.092727661E-2,1.173559570E-1,9.803413696E0,9.804122191E0
8.320296667E0,2.933898926E-2,1.022373962E-1,9.823921051E0,9.824496836E0
8.330343667E0,2.544708252E-2,1.025367737E-1,9.889185333E0,9.889749638E0
8.340389667E0,1.422042847E-2,1.095721436E-1,9.842183075E0,9.842803257E0
8.350436667E0,-2.245330811E-3,1.017883301E-1,9.803264008E0,9.803792690E0
8.360483667E0,-1.092727661E-2,1.031355286E-1,9.888736267E0,9.889280121E0
8.370529667E0,-9.580078125E-3,7.649093628E-2,9.909393311E0,9.909693155E0
8.380576667E0,-2.215393066E-2,7.828720093E-2,9.862840118E0,9.863175700E0
8.390623667E0,-3.038681030E-2,6.691085815E-2,9.877509613E0,9.877782979E0
8.400669667E0,-4.161346436E-2,6.541397095E-2,9.903705139E0,9.904008590E0
8.410716667E0,-4.340972900E-2,7.110214233E-2,9.863289185E0,9.863640984E0
8.420762667E0,-3.203338623E-2,4.954696655E-2,9.858050079E0,9.858226636E0
8.430809667E0,-3.233276367E-2,4.191284180E-2,9.888137512E0,9.888279201E0
8.440856667E0,-1.871109009E-2,4.894821167E-2,9.874515839E0,9.874654884E0
8.450902667E0,-3.412902832E-2,5.748046875E-2,9.843380585E0,9.843607577E0
8.460949667E0,-4.056564331E-2,5.538482666E-2,9.850715332E0,9.850954553E0
8.470996667E0,-4.131408691E-2,5.284011841E-2,9.878856812E0,9.879084514E0
8.481042667E0,-3.562591553E-2,5.912704468E-2,9.871671753E0,9.871913108E0
8.491089667E0,-3.293151855E-2,6.810836792E-2,9.866582336E0,9.866872363E0
8.501136667E0,-2.604583740E-2,8.217910767E-2,9.846973114E0,9.847350471E0
8.511182667E0,-2.380050659E-2,8.487350464E-2,9.873617706E0,9.874011170E0
8.521229667E0,-8.681945801E-3,9.699829102E-2,9.878407745E0,9.878887773E0
8.531275667E0,1.197509766E-3,9.550140381E-2,9.844877472E0,9.845340745E0
8.541322667E0,1.032852173E-2,1.049317932E-1,9.844428406E0,9.844993042E0
8.551369667E0,3.891906738E-3,9.774673462E-2,9.842482452E0,9.842968576E0
8.561415667E0,1.047821045E-2,9.864486694E-2,9.837542725E0,9.838042867E0
8.571462667E0,2.514770508E-2,1.067280579E-1,9.845775604E0,9.846386166E0
8.581509667E0,2.948867798E-2,1.212478638E-1,9.869276733E0,9.870065545E0
8.591555667E0,2.454895020E-2,1.333726501E-1,9.898765411E0,9.899694318E0
8.601602667E0,1.107696533E-2,1.210981750E-1,9.831854553E0,9.832606543E0
8.611649667E0,3.442840576E-3,1.166075134E-1,9.869426422E0,9.870115859E0
8.621695667E0,3.442840576E-3,9.520202637E-2,9.894574127E0,9.895032715E0
8.631742667E0,-1.212478638E-2,8.427474976E-2,9.846524048E0,9.846892153E0
8.641788667E0,-2.035766602E-2,8.053253174E-2,9.815837860E0,9.816189323E0
8.651835667E0,-7.783813477E-3,9.280700684E-2,9.855954437E0,9.856394452E0
8.661882667E0,1.317260742E-2,8.547225952E-2,9.893226929E0,9.893604909E0
8.671928667E0,7.484436035E-4,7.304809570E-2,9.802964630E0,9.803236819E0
8.681975667E0,-8.382568359E-3,6.586303711E-2,9.782756653E0,9.782981955E0
8.692022667E0,-2.290237427E-2,5.927673340E-2,9.909542999E0,9.909746753E0
8.702068667E0,-4.760101318E-2,6.750961304E-2,9.883048096E0,9.883393297E0
8.712115667E0,-4.355941772E-2,6.915618896E-2,9.761800232E0,9.762142376E0
8.722162667E0,-3.861968994E-2,6.556365967E-2,9.887688446E0,9.887981234E0
8.732208667E0,-4.056564331E-2,6.795867920E-2,9.953252106E0,9.953566769E0
8.742255667E0,-3.936813354E-2,8.861572266E-2,9.799821167E0,9.800300888E0
8.752301667E0,-4.969665527E-2,8.322692871E-2,9.801916809E0,9.802396116E0
8.762348667E0,-3.472778320E-2,5.957611084E-2,9.897567902E0,9.897808126E0
8.772395667E0,-1.990859985E-2,6.586303711E-2,9.934391327E0,9.934629602E0
8.782441667E0,-2.095642090E-2,7.514373779E-2,9.841584320E0,9.841893501E0
8.792488667E0,-1.257385254E-2,7.289840698E-2,9.820777588E0,9.821056191E0
8.802535667E0,-5.388793945E-3,6.960525513E-2,9.937983856E0,9.938229070E0
8.812581667E0,1.107696533E-2,6.511459351E-2,9.902807007E0,9.903027276E0
8.822628667E0,1.077758789E-2,8.562194824E-2,9.850715332E0,9.851093332E0
8.832675667E0,1.317260742E-2,9.475296021E-2,9.913434906E0,9.913896473E0
8.842721667E0,1.661544800E-2,9.190887451E-2,9.899813232E0,9.900253802E0
8.852768667E0,1.601669312E-2,1.080752563E-1,9.846973114E0,9.847579210E0
8.862815667E0,2.245330811E-2,1.112187195E-1,9.861941986E0,9.862594663E0
8.872861667E0,1.302291870E-2,1.133143616E-1,9.871222687E0,9.871881638E0
8.882908667E0,-1.496887207E-3,1.140628052E-1,9.872869263E0,9.873528247E0
8.892954667E0,-8.532257080E-3,1.149609375E-1,9.886191559E0,9.886863626E0
8.903001667E0,-1.811233521E-2,1.185534668E-1,9.843380585E0,9.844111149E0
8.913048667E0,-1.736389160E-2,1.107696533E-1,9.860145721E0,9.860783187E0
8.923094667E0,-2.694396973E-2,9.445358276E-2,9.913135529E0,9.913622116E0
8.933141667E0,-1.526824951E-2,9.565109253E-2,9.836794281E0,9.837271165E0
8.943188667E0,-1.736389160E-2,8.711883545E-2,9.860295410E0,9.860695552E0
8.953234667E0,-1.721420288E-2,7.963439941E-2,9.889335022E0,9.889670629E0
8.963281667E0,-1.437011719E-2,7.304809570E-2,9.859996033E0,9.860277090E0
8.973328667E0,-2.140548706E-2,5.897735596E-2,9.838141479E0,9.838341542E0
8.983374667E0,-1.077758789E-2,6.616241455E-2,9.879605255E0,9.879832672E0
8.993421667E0,-7.933502197E-3,6.601272583E-2,9.882748718E0,9.882972369E0
9.003467667E0,-3.367996216E-2,5.688171387E-2,9.833800507E0,9.834022690E0
9.013514667E0,-2.529739380E-2,5.837860107E-2,9.830657043E0,9.830862929E0
9.023561667E0,-6.586303711E-3,5.628295898E-2,9.883197784E0,9.883360238E0
9.033607667E0,-1.796264648E-3,6.331832886E-2,9.862391052E0,9.862594471E0
9.043654667E0,-4.790039062E-3,7.828720093E-2,9.826615448E0,9.826928462E0
9.053701667E0,-9.280700684E-3,7.634124756E-2,9.852810974E0,9.853111093E0
9.063747667E0,-1.197509766E-2,1.002914429E-1,9.879006500E0,9.879522823E0
9.073794792E0,-1.496887207E-4,1.025367737E-1,9.846673737E0,9.847207598E0
9.083841792E0,1.197509766E-3,1.020877075E-1,9.829160156E0,9.829690367E0
9.093887792E0,-2.993774414E-3,1.085243225E-1,9.869725800E0,9.870322885E0
9.103934792E0,-4.041595459E-3,1.122665405E-1,9.854607239E0,9.855247533E0
9.113981792E0,-8.382568359E-3,1.200503540E-1,9.825417938E0,9.826154895E0
9.124027792E0,-8.083190918E-3,1.032852173E-1,9.853559418E0,9.854104037E0
9.134074792E0,-1.122665405E-2,9.789642334E-2,9.880653076E0,9.881144415E0
9.144120792E0,-7.783813477E-3,7.978408813E-2,9.862540741E0,9.862866518E0
9.154167792E0,-8.981323242E-3,8.681945801E-2,9.851613464E0,9.852000108E0
9.164214792E0,-1.272354126E-2,8.457412720E-2,9.874216461E0,9.874586847E0
9.174260792E0,-9.280700684E-3,7.319778442E-2,9.904154205E0,9.904429038E0
9.184307792E0,-0.000000000E0,6.900650024E-2,9.871671753E0,9.871912940E0
9.194354792E0,-5.538482666E-3,5.733078003E-2,9.881850586E0,9.882018442E0
9.204400792E0,8.981323242E-4,6.301895142E-2,9.907147980E0,9.907348449E0
9.214447792E0,-3.442840576E-3,5.493576050E-2,9.884395294E0,9.884548554E0
9.224494792E0,-9.280700684E-3,5.134323120E-2,9.845027161E0,9.845165415E0
9.234540792E0,-1.017883301E-2,7.200027466E-2,9.874366150E0,9.874633892E0
9.244587792E0,-1.571731567E-2,8.382568359E-2,9.867330780E0,9.867699352E0
9.254634792E0,-1.736389160E-2,9.819580078E-2,9.856702881E0,9.857207292E0
9.264680792E0,-1.811233521E-2,1.094224548E-1,9.827363892E0,9.827989743E0
9.274727792E0,-2.095642090E-2,1.210981750E-1,9.850865021E0,9.851631621E0
9.284773792E0,-2.215393066E-2,1.230441284E-1,9.866282959E0,9.867075052E0
9.294820792E0,-2.574645996E-2,1.008901978E-1,9.829908600E0,9.830460050E0
9.304867792E0,-1.736389160E-2,1.016386414E-1,9.822274475E0,9.822815675E0
9.314913792E0,-1.167572021E-2,8.951385498E-2,9.859247589E0,9.859660850E0
9.324960792E0,-1.077758789E-2,7.918533325E-2,9.858349457E0,9.858673363E0
9.335007792E0,-1.137634277E-2,7.963439941E-2,9.818831635E0,9.819161152E0
9.345053792E0,-8.382568359E-3,7.559280396E-2,9.831704865E0,9.831999038E0
9.355100792E0,-9.131011963E-3,8.053253174E-2,9.863588562E0,9.863921542E0
9.365147792E0,-1.092727661E-2,8.696914673E-2,9.840237122E0,9.840627503E0
9.375193792E0,-9.729766846E-3,7.798782349E-2,9.836644592E0,9.836958555E0
9.385240792E0,-1.137634277E-2,7.020401001E-2,9.873018951E0,9.873275102E0
9.395287792E0,-2.724334717E-2,7.110214233E-2,9.909542999E0,9.909835527E0
9.405333792E0,-2.125579834E-2,7.095245361E-2,9.892628174E0,9.892905450E0
9.415380792E0,-2.230361938E-2,7.155120850E-2,9.905651093E0,9.905934615E0
9.425427792E0,-2.020797729E-2,8.981323242E-2,9.981992340E0,9.982416834E0
9.435473792E0,-2.005828857E-2,8.547225952E-2,9.952803040E0,9.953190252E0
9.445520792E0,-1.676513672E-2,8.098159790E-2,9.897867279E0,9.898212756E0
9.455566792E0,-1.137634277E-2,8.367599487E-2,9.914931793E0,9.915291401E0
9.465613792E0,-6.137237549E-3,8.652008057E-2,9.911189575E0,9.911569108E0
9.475660792E0,-7.783813477E-3,8.187973022E-2,9.829758911E0,9.830103007E0
9.485706792E0,-1.496887207E-2,8.232879639E-2,9.822424164E0,9.822780592E0
9.495753792E0,-1.182540894E-2,7.394622803E-2,9.856852570E0,9.857137032E0
9.505800792E0,-1.302291870E-2,8.038284302E-2,9.846074982E0,9.846411709E0
9.515846792E0,-7.334747314E-3,9.145980835E-2,9.880503387E0,9.880929404E0
9.525893792E0,-4.939727783E-3,9.101074219E-2,9.925260315E0,9.925678802E0
9.535940792E0,-9.729766846E-3,1.143621826E-1,9.859996033E0,9.860664032E0
9.545986792E0,-5.538482666E-3,1.107696533E-1,9.805509338E0,9.806136547E0
9.556033792E0,-2.993774414E-4,9.145980835E-2,9.910740509E0,9.911162516E0
9.566080792E0,-7.035369873E-3,8.202941895E-2,9.907896423E0,9.908238484E0
9.576126792E0,6.137237549E-3,8.681945801E-2,9.828411713E0,9.828797082E0
9.586173792E0,-4.490661621E-3,9.145980835E-2,9.817933502E0,9.818360521E0
9.596220792E0,-1.167572021E-2,8.292755127E-2,9.846074982E0,9.846431122E0
9.606266792E0,-1.451980591E-2,9.580078125E-2,9.808802490E0,9.809281060E0
9.616313792E0,-1.886077881E-2,9.969268799E-2,9.792336731E0,9.792862350E0
9.626359792E0,-1.766326904E-2,9.190887451E-2,9.817933502E0,9.818379575E0
9.636406792E0,-1.451980591E-2,7.798782349E-2,9.824669495E0,9.824989751E0
9.646453792E0,-2.005828857E-2,7.619155884E-2,9.853110352E0,9.853425348E0
9.656499792E0,-1.287322998E-2,6.825805664E-2,9.841883698E0,9.842128814E0
9.666546792E0,-2.544708252E-3,7.574249268E-2,9.807754669E0,9.808047464E0
9.676593792E0,3.891906738E-3,7.469467163E-2,9.869276733E0,9.869560156E0
9.686639792E0,3.293151855E-3,6.646179199E-2,9.885443115E0,9.885667079E0
9.696686792E0,2.993774414E-4,7.993377686E-2,9.841135254E0,9.841459881E0
9.706733792E0,-3.293151855E-3,7.604187012E-2,9.879305878E0,9.879599073E0
9.716779792E0,2.694396973E-3,8.936416626E-2,9.898915100E0,9.899318834E0
9.726826792E0,-1.257385254E-2,9.819580078E-2,9.863588562E0,9.864085352E0
9.736873792E0,-1.481918335E-2,1.035845947E-1,9.855505371E0,9.856060851E0
9.746919792E0,-2.185455322E-2,1.083746338E-1,9.876312103E0,9.876930872E0
9.756966792E0,-2.709365845E-2,9.864486694E-2,9.858499146E0,9.859029885E0
9.767013792E0,-2.963836670E-2,9.834548950E-2,9.835896149E0,9.836432449E0
9.777059792E0,-2.230361938E-2,8.981323242E-2,9.839338989E0,9.839774165E0
9.787106792E0,-1.571731567E-2,8.771759033E-2,9.885443115E0,9.885844779E0
9.797152792E0,-1.362167358E-2,8.038284302E-2,9.869127045E0,9.869463794E0
9.807199792E0,-1.272354126E-2,7.185058594E-2,9.843530273E0,9.843800721E0
9.817246792E0,-4.790039062E-3,7.873626709E-2,9.847721558E0,9.848037481E0
9.827292792E0,-8.981323242E-4,7.155120850E-2,9.881251831E0,9.881510923E0
9.837339792E0,-6.286926270E-3,7.214996338E-2,9.860594788E0,9.860860749E0
9.847386792E0,-1.047821045E-2,6.391708374E-2,9.839638367E0,9.839851542E0
9.857432792E0,-1.496887207E-4,6.316864014E-2,9.859247589E0,9.859449950E0
9.867479792E0,-8.981323242E-4,7.289840698E-2,9.873318329E0,9.873587484E0
9.877526792E0,-5.538482666E-3,8.652008057E-2,9.847422180E0,9.847803816E0
9.887572792E0,-9.430389404E-3,8.741821289E-2,9.851014709E0,9.851407091E0
9.897619792E0,-5.538482666E-3,9.729766846E-2,9.877060547E0,9.877541321E0
9.907666792E0,-1.302291870E-2,1.022373962E-1,9.901160431E0,9.901696822E0
9.917712792E0,-9.131011963E-3,1.049317932E-1,9.864486694E0,9.865049001E0
9.927759792E0,-1.901046753E-2,9.460327148E-2,9.871222687E0,9.871694308E0
9.937806792E0,-1.945953369E-2,9.654922485E-2,9.918823700E0,9.919312679E0
9.947852792E0,-1.661544800E-2,8.652008057E-2,9.900711365E0,9.901103339E0
9.957899792E0,-9.280700684E-3,9.550140381E-2,9.858648834E0,9.859115756E0
9.967946792E0,-1.347198486E-2,9.295669556E-2,9.863139496E0,9.863586729E0
9.977992792E0,-1.242416382E-2,7.798782349E-2,9.889335022E0,9.889650329E0
9.988039792E0,-8.532257080E-3,7.813751221E-2,9.843380585E0,9.843694408E0
9.998085792E0,-1.227447510E-2,8.143066406E-2,9.837393036E0,9.837737715E0
1.000813279E1,-7.634124756E-3,8.367599487E-2,9.866582336E0,9.866940101E0
1.001817979E1,-2.305206299E-2,7.604187012E-2,9.863289185E0,9.863609243E0
1.002822579E1,-1.916015625E-2,8.397537231E-2,9.827663269E0,9.828040715E0
1.003827279E1,-2.155517578E-2,7.649093628E-2,9.845476227E0,9.845796952E0
1.004831979E1,-2.110610962E-2,8.442443848E-2,9.886790314E0,9.887173290E0
1.005836579E1,-1.392105103E-2,8.652008057E-2,9.850565643E0,9.850955437E0
1.006841279E1,-1.032852173E-2,8.771759033E-2,9.833950195E0,9.834346826E0
1.007846054E1,-7.783813477E-3,8.457412720E-2,9.880503387E0,9.880868411E0
1.008850654E1,7.484436035E-4,9.220825195E-2,9.880653076E0,9.881083348E0
1.009855354E1,7.634124756E-3,8.187973022E-2,9.839338989E0,9.839682633E0
1.010860054E1,1.197509766E-3,9.490264893E-2,9.855355682E0,9.855812679E0
1.011864654E1,1.077758789E-2,1.020877075E-1,9.876312103E0,9.876845590E0
1.012869354E1,6.286926270E-3,9.595046997E-2,9.844129028E0,9.844598638E0
1.013874054E1,-5.388793945E-3,9.669891357E-2,9.823921051E0,9.824398431E0
1.014878654E1,-1.422042847E-2,9.864486694E-2,9.851912842E0,9.852416946E0
1.015883354E1,-2.050735474E-2,9.310638428E-2,9.875863037E0,9.876323206E0
1.016888054E1,-2.859054565E-2,9.595046997E-2,9.840835876E0,9.841345165E0
1.017892654E1,-3.188369751E-2,9.265731812E-2,9.833501129E0,9.833989343E0
1.018897354E1,-2.365081787E-2,9.714797974E-2,9.887987823E0,9.888493328E0
1.019902054E1,-2.125579834E-2,9.340576172E-2,9.894873505E0,9.895337191E0
1.020906654E1,-2.499801636E-2,8.158035278E-2,9.850266266E0,9.850635805E0
1.021911354E1,-1.392105103E-2,6.676116943E-2,9.861941986E0,9.862177781E0
1.022916054E1,-2.993774414E-3,5.807922363E-2,9.895172882E0,9.895343780E0
1.023920654E1,-2.844085693E-3,5.942642212E-2,9.853709106E0,9.853888712E0
1.024925354E1,-7.185058594E-3,6.496490479E-2,9.824669495E0,9.824886907E0
1.025930054E1,-1.377136230E-2,7.604187012E-2,9.857601013E0,9.857903923E0
1.026934654E1,-1.601669312E-2,8.337661743E-2,9.862840118E0,9.863205534E0
1.027939354E1,-2.395019531E-2,9.011260986E-2,9.836494904E0,9.836936814E0
1.028944054E1,-2.709365845E-2,9.490264893E-2,9.837093658E0,9.837588740E0
1.029948654E1,-2.499801636E-2,9.864486694E-2,9.862091675E0,9.862616687E0
1.030953354E1,-1.676513672E-2,9.819580078E-2,9.865833893E0,9.866336802E0
1.031958054E1,-5.089416504E-3,9.969268799E-2,9.850865021E0,9.851370777E0
1.032962654E1,-3.742218018E-3,9.654922485E-2,9.867630157E0,9.868103196E0
1.033967354E1,-6.436614990E-3,8.427474976E-2,9.894125061E0,9.894486060E0
1.034971954E1,1.796264648E-3,9.131011963E-2,9.874066772E0,9.874489121E0
1.035976654E1,-2.694396973E-3,7.559280396E-2,9.864187317E0,9.864477328E0
1.036981354E1,5.688171387E-3,8.502319336E-2,9.879156189E0,9.879523688E0
1.037985954E1,1.945953369E-3,8.936416626E-2,9.888137512E0,9.888541510E0
1.038990654E1,-3.293151855E-3,9.131011963E-2,9.854906616E0,9.855330172E0
1.039995354E1,-4.191284180E-3,9.460327148E-2,9.847122803E0,9.847578120E0
1.040999954E1,-2.095642090E-3,9.984237671E-2,9.886640625E0,9.887144974E0
1.042004654E1,-1.077758789E-2,8.442443848E-2,9.880653076E0,9.881019626E0
1.043009354E1,-2.035766602E-2,8.023315430E-2,9.838740234E0,9.839088433E0
1.044013954E1,-2.155517578E-2,7.544311523E-2,9.859397278E0,9.859709477E0
1.045018654E1,-1.766326904E-2,8.173004150E-2,9.889933777E0,9.890287251E0
1.046023354E1,-1.901046753E-2,7.200027466E-2,9.849368134E0,9.849649642E0
1.047027954E1,-2.859054565E-2,7.155120850E-2,9.826016693E0,9.826318794E0
1.048032654E1,-1.422042847E-2,7.499404907E-2,9.862989807E0,9.863285166E0
1.049037354E1,-8.981323242E-3,7.319778442E-2,9.869875488E0,9.870150999E0
1.050041954E1,-8.681945801E-3,7.723937988E-2,9.847871246E0,9.848177973E0
1.051046654E1,-8.681945801E-3,7.514373779E-2,9.854158173E0,9.854448500E0
1.052051354E1,-1.496887207E-3,8.547225952E-2,9.868079224E0,9.868449489E0
1.053055954E1,-1.182540894E-2,7.319778442E-2,9.859846344E0,9.860125135E0
1.054060654E1,-1.856140137E-2,8.816665649E-2,9.833201752E0,9.833614522E0
1.055065354E1,-1.152603149E-2,8.143066406E-2,9.856702881E0,9.857045982E0
1.056069954E1,-2.544708252E-3,9.520202637E-2,9.886640625E0,9.887099309E0
1.057074654E1,-5.388793945E-3,9.984237671E-2,9.851912842E0,9.852420220E0
1.058079354E1,-5.239105225E-3,9.370513916E-2,9.832902374E0,9.833350253E0
1.059083954E1,2.694396973E-3,9.026229858E-2,9.892328796E0,9.892740953E0
1.060088654E1,-7.185058594E-3,9.445358276E-2,9.897118835E0,9.897572144E0
1.061093354E1,-1.122665405E-2,9.086105347E-2,9.842482452E0,9.842908239E0
1.062097954E1,-5.538482666E-3,9.400451660E-2,9.858798523E0,9.859248239E0
1.063102654E1,-8.532257080E-3,8.786727905E-2,9.897867279E0,9.898260965E0
1.064107354E1,-1.182540894E-2,8.921447754E-2,9.862690430E0,9.863101012E0
1.065111954E1,-1.362167358E-2,8.801696777E-2,9.829459534E0,9.829863034E0
1.066116654E1,-1.975891113E-2,7.903564453E-2,9.863438873E0,9.863775314E0
1.067121354E1,-1.407073975E-2,7.918533325E-2,9.889634399E0,9.889961418E0
1.068125954E1,-2.320175171E-2,8.681945801E-2,9.835746460E0,9.836156992E0
1.069130654E1,-2.110610962E-2,7.873626709E-2,9.758656769E0,9.758997223E0
